id,produto,marca,avaliacao,preco
4083,Smartphone,Apple,2.7,399.91
4084,Camera,LG,4.5,352.84
4085,Smartwatch,Sony,2.7,940.62
4086,Printer,Asus,3.4,746.46
4087,Printer,Lenovo,2.6,1731.14
4088,Printer,Lenovo,4.9,1445.72
4089,Smartwatch,Samsung,3.7,607.37
4090,Tablet,Apple,1.4,664.42
4091,Camera,Apple,3.7,1907.59
4092,Smartphone,Samsung,2.8,1566.03
4093,Smartphone,HP,1.6,1196.54
4094,Headphone,Lenovo,3.6,666.4
4095,Camera,Dell,4.6,1349.61
4096,Tablet,Lenovo,3.4,1939.98
4097,Headphone,Asus,4.3,204.11
4098,Smartphone,Samsung,5.0,727.45
4099,Tablet,Dell,4.8,1801.05
4100,Smartwatch,HP,1.8,1278.14
4101,Laptop,Apple,2.7,721.95
4102,Laptop,LG,1.6,1497.01
4103,Smartwatch,LG,3.8,169.76
4104,Smartwatch,Lenovo,1.3,348.06
4105,Headphone,Samsung,3.4,78.09
4106,Laptop,Dell,1.1,119.19
4107,Laptop,Lenovo,2.6,216.23
4108,Smartphone,LG,4.7,544.97
4109,Headphone,Sony,4.2,1685.41
4110,Smartphone,Apple,2.2,1601.42
4111,Printer,HP,2.2,1719.73
4112,Laptop,Samsung,1.4,1147.34
4113,Printer,HP,2.0,93.7
4114,Headphone,Dell,4.5,425.15
4115,Smartwatch,LG,3.1,1091.95
4116,Smartwatch,Asus,1.9,1896.34
4117,Camera,Dell,3.7,382.02
4118,Printer,LG,4.6,216.96
4119,Smartphone,Apple,2.9,139.47
4120,Smartphone,Lenovo,1.1,408.62
4121,Monitor,Apple,2.1,1887.34
4122,Headphone,Asus,1.8,676.35
4123,Laptop,Dell,3.3,890.52
4124,Laptop,HP,4.4,1344.58
4125,Camera,LG,2.5,1463.76
4126,Camera,Dell,4.4,983.22
4127,Tablet,Dell,2.3,774.63
4128,Smartphone,LG,1.1,1096.82
4129,Monitor,Dell,3.6,1698.16
4130,Smartphone,Dell,3.1,1538.52
4131,Smartphone,Apple,3.6,959.32
4132,Tablet,HP,2.0,136.43
4133,Laptop,Samsung,3.4,1604.83
4134,Tablet,Lenovo,4.1,1138.03
4135,Smartwatch,Samsung,2.3,650.34
4136,Smartphone,Samsung,2.9,420.13
4137,Smartphone,Lenovo,3.9,813.1
4138,Tablet,Sony,2.2,828.16
4139,Smartwatch,Dell,4.3,1293.34
4140,Camera,LG,2.3,152.7
4141,Smartwatch,Apple,3.2,620.83
4142,Camera,Samsung,2.5,421.22
4143,Laptop,Apple,4.2,1398.23
4144,Laptop,Asus,1.0,479.94
4145,Monitor,LG,2.8,66.74
4146,Laptop,Apple,4.3,320.01
4147,Tablet,LG,3.7,800.62
4148,Monitor,LG,2.9,269.72
4149,Monitor,HP,3.4,151.82
4150,Laptop,Dell,3.2,329.65
4151,Tablet,Dell,2.2,1658.77
4152,Tablet,HP,3.0,1404.65
4153,Monitor,Sony,4.9,1632.64
4154,Monitor,LG,2.2,1014.62
4155,Monitor,Dell,1.1,1058.36
4156,Laptop,Samsung,2.2,989.57
4157,Tablet,HP,3.6,302.53
4158,Smartwatch,HP,2.0,1869.37
4159,Laptop,Samsung,2.2,150.51
4160,Camera,Lenovo,1.1,1881.12
4161,Printer,Samsung,2.3,1716.46
4162,Monitor,Asus,3.7,1097.86
4163,Printer,Asus,1.2,691.07
4164,Smartphone,Asus,4.0,832.7
4165,Smartphone,Apple,3.6,702.95
4166,Printer,Sony,1.7,470.49
4167,Camera,Samsung,2.7,1676.32
4168,Smartwatch,Dell,4.8,1136.89
4169,Laptop,Apple,2.3,1883.37
4170,Smartphone,LG,1.4,808.52
4171,Tablet,Lenovo,1.2,1251.4
4172,Laptop,Dell,1.9,125.52
4173,Headphone,LG,2.8,1087.77
4174,Smartwatch,Lenovo,2.9,96.39
4175,Smartwatch,Asus,4.8,330.2
4176,Laptop,Lenovo,1.8,1180.78
4177,Printer,Apple,3.5,1872.58
4178,Smartwatch,LG,3.2,655.5
4179,Headphone,Samsung,1.6,991.98
4180,Laptop,Sony,2.8,1229.29
4181,Headphone,Samsung,2.9,419.42
4182,Laptop,Lenovo,2.9,308.88
4183,Smartwatch,Sony,3.2,772.36
4184,Smartphone,Samsung,4.3,1328.36
4185,Camera,Sony,3.1,122.81
4186,Laptop,Lenovo,4.4,665.84
4187,Monitor,Lenovo,3.1,774.34
4188,Tablet,Asus,4.6,1517.26
4189,Camera,Asus,2.8,325.66
4190,Printer,Samsung,4.6,791.84
4191,Smartwatch,LG,2.1,1275.05
4192,Laptop,Dell,3.7,1897.21
4193,Smartphone,Lenovo,4.6,589.28
4194,Headphone,Samsung,4.5,1756.37
4195,Camera,Asus,2.4,1570.09
4196,Camera,Samsung,4.1,1782.82
4197,Monitor,Apple,3.3,1398.82
4198,Tablet,Sony,2.3,393.84
4199,Printer,Lenovo,2.4,316.01
4200,Printer,Dell,3.4,1041.98
4201,Tablet,Apple,3.3,800.46
4202,Printer,LG,2.7,739.29
4203,Smartwatch,Sony,1.4,1470.18
4204,Laptop,HP,5.0,322.3
4205,Printer,Sony,1.1,251.36
4206,Tablet,Asus,3.2,1127.85
4207,Monitor,LG,1.2,277.78
4208,Laptop,HP,1.8,1795.02
4209,Tablet,Sony,3.1,614.9
4210,Monitor,Samsung,4.3,113.48
4211,Smartphone,Sony,4.3,910.07
4212,Printer,Sony,2.9,1563.19
4213,Smartphone,Sony,3.5,437.51
4214,Headphone,Asus,3.8,462.05
4215,Printer,Lenovo,2.2,1135.97
4216,Smartphone,LG,4.6,1135.5
4217,Camera,LG,1.2,1927.82
4218,Camera,LG,1.8,1599.45
4219,Headphone,Apple,3.4,924.16
4220,Printer,Samsung,4.9,889.27
4221,Headphone,LG,4.7,1120.3
4222,Smartwatch,Sony,1.7,1913.74
4223,Printer,HP,3.6,88.84
4224,Printer,Asus,2.1,1803.74
4225,Headphone,HP,1.3,926.57
4226,Headphone,Dell,1.6,1296.3
4227,Printer,Sony,4.9,488.39
4228,Headphone,Sony,2.3,1643.15
4229,Printer,Apple,4.3,561.68
4230,Smartphone,Lenovo,3.6,718.09
4231,Monitor,Asus,1.1,1599.84
4232,Headphone,Dell,1.6,87.42
4233,Smartwatch,HP,3.3,606.02
4234,Smartwatch,Apple,4.8,1171.0
4235,Camera,LG,1.9,1779.38
4236,Smartwatch,Sony,4.4,1991.39
4237,Tablet,LG,2.4,1011.59
4238,Smartwatch,Lenovo,3.8,1074.18
4239,Smartwatch,Sony,3.9,1076.59
4240,Monitor,LG,4.2,1916.73
4241,Camera,Samsung,1.9,1075.05
4242,Camera,Lenovo,4.1,1026.65
4243,Camera,Lenovo,4.6,1561.2
4244,Smartphone,LG,2.0,480.6
4245,Camera,HP,3.1,1435.7
4246,Headphone,Sony,4.1,785.8
4247,Monitor,LG,4.2,1612.7
4248,Camera,Samsung,3.0,1167.64
4249,Smartphone,Apple,4.5,656.5
4250,Camera,HP,3.1,1801.42
4251,Smartphone,Sony,3.6,1984.9
4252,Laptop,Samsung,4.0,843.36
4253,Smartwatch,Lenovo,5.0,1486.06
4254,Tablet,Sony,4.3,275.62
4255,Monitor,Asus,3.1,1023.94
4256,Camera,Lenovo,4.4,1941.21
4257,Laptop,Asus,1.6,354.24
4258,Tablet,LG,1.6,738.55
4259,Monitor,Lenovo,3.7,743.31
4260,Smartwatch,Apple,1.9,477.89
4261,Smartwatch,Asus,3.4,758.96
4262,Laptop,Apple,3.4,656.85
4263,Monitor,HP,2.1,1125.41
4264,Tablet,Apple,2.6,1088.45
4265,Camera,HP,4.4,1395.23
4266,Smartwatch,Lenovo,2.2,1596.8
4267,Laptop,Dell,1.3,976.99
4268,Camera,HP,4.9,82.86
4269,Smartwatch,Dell,5.0,304.08
4270,Tablet,LG,4.6,889.35
4271,Printer,Samsung,3.6,379.86
4272,Printer,Samsung,3.2,385.57
4273,Monitor,LG,3.0,1935.64
4274,Headphone,Samsung,4.1,321.34
4275,Smartphone,Dell,1.7,1868.6
4276,Smartphone,LG,2.3,569.37
4277,Tablet,HP,3.7,1461.58
4278,Camera,Apple,1.1,1502.82
4279,Printer,LG,2.6,980.65
4280,Laptop,Asus,4.1,82.87
4281,Monitor,Sony,2.1,797.64
4282,Headphone,Lenovo,4.7,1890.29
4283,Laptop,HP,1.2,863.74
4284,Headphone,Sony,4.2,1176.84
4285,Headphone,Samsung,4.0,255.76
4286,Camera,Apple,4.6,1068.42
4287,Laptop,Dell,1.7,1198.96
4288,Headphone,Samsung,4.1,1180.76
4289,Printer,HP,4.7,1275.62
4290,Laptop,Sony,3.3,1939.81
4291,Laptop,LG,2.6,1066.79
4292,Laptop,LG,2.9,385.33
4293,Headphone,Dell,4.6,896.54
4294,Smartwatch,Apple,1.2,1553.53
4295,Headphone,Dell,3.5,1494.09
4296,Monitor,LG,1.9,1252.83
4297,Smartwatch,Sony,2.5,1421.34
4298,Monitor,Apple,1.1,93.31
4299,Monitor,HP,3.9,676.13
4300,Headphone,LG,2.7,721.42
4301,Tablet,HP,3.8,995.36
4302,Smartphone,LG,1.1,492.43
4303,Smartphone,Sony,1.0,1964.7
4304,Camera,Samsung,1.3,717.82
4305,Camera,Dell,1.5,1601.45
4306,Smartphone,Sony,2.9,881.7
4307,Smartwatch,LG,2.5,696.03
4308,Monitor,Dell,4.1,1492.94
4309,Smartwatch,Sony,2.5,784.0
4310,Smartphone,Samsung,1.8,1599.8
4311,Smartphone,Apple,2.9,317.4
4312,Laptop,Lenovo,4.4,724.34
4313,Monitor,Dell,3.3,609.88
4314,Smartwatch,HP,2.1,1167.46
4315,Camera,Lenovo,1.5,898.81
4316,Printer,LG,1.2,1276.92
4317,Tablet,Sony,4.4,362.71
4318,Smartphone,Apple,2.2,271.95
4319,Tablet,Asus,3.8,877.96
4320,Laptop,Sony,1.7,1807.87
4321,Smartphone,Samsung,2.4,184.5
4322,Smartphone,Samsung,3.2,445.77
4323,Camera,Samsung,2.2,812.2
4324,Camera,LG,2.6,1041.82
4325,Smartwatch,Samsung,1.7,179.32
4326,Smartphone,LG,4.0,819.47
4327,Tablet,Dell,1.4,878.61
4328,Laptop,Samsung,1.4,625.21
4329,Smartphone,Dell,3.8,938.76
4330,Monitor,Dell,4.6,993.22
4331,Camera,Sony,4.8,909.23
4332,Tablet,Asus,3.6,1602.63
4333,Monitor,Samsung,1.3,1945.42
4334,Monitor,Asus,2.4,1871.62
4335,Laptop,Samsung,5.0,156.96
4336,Smartphone,LG,1.6,223.72
4337,Monitor,LG,1.3,134.02
4338,Monitor,Sony,4.7,1135.87
4339,Headphone,HP,1.7,1154.63
4340,Monitor,Lenovo,1.6,1272.37
4341,Tablet,Lenovo,1.4,1105.86
4342,Printer,Samsung,2.8,1740.71
4343,Headphone,Lenovo,2.2,1765.33
4344,Tablet,Sony,4.4,1514.46
4345,Headphone,Dell,2.8,1510.56
4346,Camera,Asus,2.2,1381.87
4347,Monitor,Apple,2.3,960.91
4348,Headphone,Dell,3.7,876.05
4349,Tablet,Apple,3.8,1414.45
4350,Camera,Samsung,2.6,374.87
4351,Camera,Samsung,1.8,1241.04
4352,Printer,Sony,1.4,181.36
4353,Headphone,Sony,3.1,1620.6
4354,Smartwatch,Lenovo,3.4,490.24
4355,Smartphone,HP,3.1,481.45
4356,Printer,Asus,3.0,396.57
4357,Tablet,Asus,4.8,1053.29
4358,Laptop,Apple,3.6,1067.0
4359,Laptop,HP,4.5,1392.04
4360,Tablet,Asus,2.8,1076.5
4361,Tablet,LG,2.1,1278.39
4362,Printer,Apple,1.2,59.8
4363,Printer,HP,3.7,580.23
4364,Printer,Sony,2.4,1169.11
4365,Printer,Samsung,1.7,455.22
4366,Camera,Lenovo,4.4,1190.16
4367,Printer,Lenovo,3.8,1387.21
4368,Monitor,LG,4.3,940.28
4369,Smartwatch,LG,1.4,1919.26
4370,Monitor,Dell,2.5,1818.01
4371,Camera,Asus,3.5,853.6
4372,Headphone,Asus,1.6,1069.18
4373,Laptop,Dell,4.4,1052.85
4374,Printer,HP,4.3,612.9
4375,Smartphone,LG,4.9,1281.06
4376,Tablet,Sony,1.2,1418.89
4377,Headphone,Apple,3.5,234.64
4378,Tablet,Samsung,4.5,319.45
4379,Headphone,Apple,1.2,1540.23
4380,Laptop,Samsung,1.1,1683.23
4381,Smartphone,Sony,1.7,1401.34
4382,Smartwatch,Sony,1.7,746.53
4383,Smartphone,Dell,1.2,515.35
4384,Headphone,Apple,4.5,1536.44
4385,Headphone,Apple,4.4,1010.36
4386,Camera,Dell,1.6,587.07
4387,Headphone,Samsung,1.0,1891.61
4388,Smartphone,Lenovo,3.1,871.59
4389,Laptop,Samsung,2.9,685.23
4390,Smartwatch,Sony,4.3,183.2
4391,Smartphone,Lenovo,4.1,1969.08
4392,Camera,Apple,2.4,864.93
4393,Camera,Sony,3.5,1342.94
4394,Smartwatch,Dell,4.7,126.63
4395,Camera,Lenovo,2.6,982.41
4396,Monitor,Sony,1.3,498.24
4397,Smartphone,Apple,4.0,428.92
4398,Monitor,Lenovo,3.9,854.04
4399,Smartwatch,LG,1.9,1336.96
4400,Laptop,Lenovo,1.1,1083.18
4401,Camera,Lenovo,2.4,863.67
4402,Camera,Dell,2.2,1275.85
4403,Laptop,LG,2.7,1115.02
4404,Camera,Sony,2.1,1614.15
4405,Headphone,Sony,2.3,600.7
4406,Smartphone,LG,1.5,261.7
4407,Printer,Dell,2.3,1023.12
4408,Printer,LG,4.9,90.63
4409,Monitor,Dell,4.3,1081.97
4410,Smartwatch,Samsung,3.6,66.98
4411,Headphone,Lenovo,4.5,1265.83
4412,Printer,LG,2.8,1356.53
4413,Smartphone,Dell,3.4,1082.52
4414,Camera,Sony,3.7,1551.6
4415,Monitor,HP,4.7,723.21
4416,Printer,Apple,2.6,853.85
4417,Smartwatch,LG,4.5,1005.77
4418,Headphone,HP,3.0,1288.82
4419,Headphone,Samsung,2.7,1750.63
4420,Smartwatch,Samsung,2.7,1169.74
4421,Smartphone,Dell,1.5,1039.4
4422,Smartwatch,Samsung,4.3,1601.99
4423,Printer,Asus,3.1,1985.67
4424,Laptop,Dell,4.3,1400.91
4425,Smartphone,Asus,3.0,313.98
4426,Headphone,LG,4.0,1140.41
4427,Headphone,Sony,4.2,72.64
4428,Headphone,LG,4.3,1974.59
4429,Headphone,Dell,4.2,1889.6
4430,Headphone,Asus,4.2,687.28
4431,Tablet,Sony,2.1,1454.21
4432,Headphone,Samsung,3.8,195.37
4433,Monitor,LG,3.8,226.98
4434,Smartphone,Lenovo,2.3,361.97
4435,Smartwatch,Samsung,4.6,651.82
4436,Monitor,Sony,1.2,370.62
4437,Smartwatch,LG,3.1,1544.34
4438,Smartphone,Apple,2.8,1303.75
4439,Printer,LG,4.6,390.04
4440,Smartphone,Samsung,4.4,69.09
4441,Smartphone,Lenovo,3.0,1256.08
4442,Printer,Asus,2.9,1022.15
4443,Camera,Dell,3.7,65.14
4444,Monitor,Lenovo,4.9,53.79
4445,Camera,Samsung,1.6,1063.92
4446,Monitor,HP,2.6,1098.9
4447,Smartphone,Apple,1.4,1300.46
4448,Tablet,Dell,3.0,920.24
4449,Smartwatch,LG,3.8,469.83
4450,Camera,Samsung,2.9,1755.2
4451,Camera,HP,3.7,1344.02
4452,Smartphone,Asus,3.0,657.68
4453,Monitor,Sony,2.2,1943.23
4454,Printer,Lenovo,1.6,351.59
4455,Laptop,Samsung,3.7,990.51
4456,Smartwatch,Lenovo,2.9,1255.48
4457,Laptop,LG,3.5,1201.63
4458,Camera,LG,4.9,790.84
4459,Tablet,LG,2.9,1949.3
4460,Printer,Asus,2.4,431.58
4461,Printer,Lenovo,1.9,1359.12
4462,Camera,Asus,2.9,1893.24
4463,Printer,LG,1.9,1660.45
4464,Smartwatch,Samsung,3.6,1613.4
4465,Tablet,LG,1.0,308.84
4466,Monitor,Lenovo,4.2,1293.66
4467,Printer,Samsung,4.0,722.39
4468,Laptop,Lenovo,3.2,1681.84
4469,Printer,HP,4.2,422.61
4470,Smartphone,Lenovo,2.2,1802.57
4471,Monitor,Apple,3.4,78.91
4472,Headphone,Dell,1.8,1793.45
4473,Headphone,Asus,2.9,881.9
4474,Headphone,Samsung,4.2,1985.19
4475,Smartphone,Lenovo,4.4,1447.3
4476,Smartwatch,Lenovo,3.0,929.41
4477,Monitor,Samsung,3.2,468.4
4478,Printer,LG,2.9,596.34
4479,Headphone,Dell,2.9,1076.78
4480,Headphone,HP,4.5,1886.89
4481,Headphone,Dell,2.6,1090.01
4482,Tablet,Lenovo,1.9,277.08
4483,Camera,Apple,3.8,1731.45
4484,Headphone,Samsung,3.7,1371.7
4485,Smartphone,Asus,3.7,169.74
4486,Tablet,Sony,4.1,98.77
4487,Monitor,LG,3.9,1242.44
4488,Headphone,Samsung,2.4,1585.0
4489,Laptop,Apple,2.2,1005.49
4490,Camera,Apple,3.0,1868.71
4491,Monitor,Samsung,1.8,1558.86
4492,Printer,Apple,3.0,1166.18
4493,Laptop,Dell,3.5,1907.01
4494,Printer,HP,4.1,130.26
4495,Headphone,Sony,3.6,739.58
4496,Camera,Apple,3.0,1423.76
4497,Tablet,Dell,4.7,334.55
4498,Camera,HP,4.4,1580.78
4499,Printer,Lenovo,1.5,1359.21
4500,Tablet,LG,4.6,104.38
4501,Camera,Apple,2.9,1481.7
4502,Printer,Dell,4.6,1912.38
4503,Laptop,HP,1.6,1665.89
4504,Camera,Sony,2.7,1403.62
4505,Laptop,Lenovo,4.9,1135.9
4506,Tablet,Apple,1.9,1713.02
4507,Headphone,Sony,2.8,1331.23
4508,Tablet,HP,1.2,1056.2
4509,Smartwatch,Dell,1.9,966.72
4510,Smartphone,LG,2.3,994.93
4511,Printer,HP,2.2,1542.8
4512,Printer,Samsung,1.6,1704.11
4513,Camera,Samsung,3.8,990.5
4514,Tablet,Lenovo,4.9,1418.48
4515,Tablet,Dell,1.2,457.2
4516,Headphone,Lenovo,4.4,1055.37
4517,Camera,Apple,3.8,248.54
4518,Smartphone,Apple,4.6,1938.43
4519,Laptop,LG,3.6,504.79
4520,Monitor,LG,4.6,1294.57
4521,Monitor,Asus,2.5,1600.59
4522,Smartphone,LG,4.8,243.59
4523,Smartwatch,Asus,3.7,1378.26
4524,Monitor,LG,1.0,1774.78
4525,Smartphone,Dell,1.8,1297.38
4526,Smartwatch,Samsung,2.3,1873.7
4527,Smartphone,Dell,4.2,1802.09
4528,Monitor,HP,1.4,660.33
4529,Smartwatch,Apple,2.5,411.55
4530,Camera,Sony,4.3,1365.45
4531,Tablet,Dell,1.4,1049.91
4532,Smartphone,Apple,4.4,800.98
4533,Monitor,Asus,2.2,1844.93
4534,Camera,Sony,5.0,109.62
4535,Printer,Sony,1.4,1497.31
4536,Smartwatch,Asus,3.8,1193.49
4537,Camera,Sony,4.8,1648.2
4538,Camera,Lenovo,4.6,1946.23
4539,Tablet,Lenovo,1.1,1972.0
4540,Printer,Apple,3.5,1147.16
4541,Headphone,Lenovo,3.9,739.25
4542,Camera,Apple,3.7,1785.06
4543,Headphone,Apple,3.7,63.92
4544,Printer,Lenovo,3.0,56.58
4545,Printer,Dell,2.0,978.91
4546,Smartwatch,Asus,2.8,499.79
4547,Smartwatch,Dell,4.9,1530.31
4548,Tablet,Sony,4.8,1398.36
4549,Smartwatch,HP,1.8,471.62
4550,Camera,Dell,2.8,1644.59
4551,Laptop,Dell,2.0,548.21
4552,Camera,LG,4.6,1919.87
4553,Smartphone,HP,4.2,94.24
4554,Monitor,LG,1.4,1112.61
4555,Camera,Dell,4.9,1642.47
4556,Headphone,Samsung,3.4,347.75
4557,Smartphone,Samsung,1.6,605.45
4558,Tablet,LG,2.3,594.95
4559,Headphone,Samsung,1.3,192.1
4560,Smartwatch,Asus,2.1,611.59
4561,Smartphone,Lenovo,1.7,282.01
4562,Headphone,LG,1.8,1668.52
4563,Printer,Sony,2.4,1962.59
4564,Printer,LG,4.4,912.53
4565,Monitor,Asus,2.1,1316.29
4566,Tablet,Dell,2.7,1173.9
4567,Laptop,HP,1.2,117.01
4568,Smartwatch,Samsung,4.2,1421.56
4569,Tablet,LG,3.5,169.44
4570,Printer,LG,2.3,84.35
4571,Headphone,Lenovo,3.9,361.33
4572,Tablet,LG,1.9,1264.89
4573,Tablet,Samsung,1.1,596.58
4574,Smartwatch,LG,1.1,1026.2
4575,Printer,Apple,2.0,1536.25
4576,Smartwatch,LG,4.8,1597.09
4577,Monitor,Samsung,2.9,1857.49
4578,Smartphone,Sony,2.3,1274.93
4579,Printer,Lenovo,3.6,902.56
4580,Printer,HP,3.8,83.04
4581,Laptop,Apple,1.3,761.91
4582,Printer,Dell,4.4,1560.5
4583,Headphone,Apple,2.1,909.67
4584,Tablet,HP,4.7,889.73
4585,Smartwatch,Lenovo,3.3,555.94
4586,Laptop,Samsung,2.3,1680.57
4587,Headphone,LG,1.6,573.19
4588,Smartphone,HP,2.9,1720.8
4589,Tablet,Asus,1.1,1422.18
4590,Tablet,Lenovo,2.8,1011.22
4591,Smartphone,Samsung,4.7,1666.89
4592,Smartwatch,Sony,2.1,337.12
4593,Monitor,Dell,4.6,397.1
4594,Laptop,LG,1.9,1933.76
4595,Printer,Apple,2.6,961.16
4596,Smartwatch,Dell,2.7,1348.7
4597,Headphone,Sony,4.2,533.23
4598,Headphone,Lenovo,3.5,1281.5
4599,Laptop,Sony,4.6,457.28
4600,Smartphone,Apple,4.3,1386.96
4601,Camera,Asus,2.3,910.48
4602,Tablet,Apple,1.7,225.06
4603,Tablet,Sony,2.5,183.83
4604,Camera,Asus,3.5,1015.9
4605,Printer,Asus,2.2,431.13
4606,Headphone,Sony,4.6,595.94
4607,Smartwatch,Asus,2.6,643.42
4608,Headphone,Apple,2.0,1510.78
4609,Monitor,Sony,3.6,1585.56
4610,Monitor,Asus,1.1,1545.22
4611,Smartwatch,Samsung,4.6,1032.03
4612,Tablet,Samsung,2.0,226.17
4613,Tablet,Dell,4.5,1460.67
4614,Camera,LG,1.5,108.81
4615,Laptop,Sony,3.3,226.45
4616,Laptop,Sony,4.2,332.62
4617,Tablet,Asus,2.1,440.95
4618,Smartwatch,HP,3.8,818.33
4619,Smartwatch,Sony,2.2,1152.26
4620,Tablet,Asus,1.7,685.37
4621,Smartphone,HP,3.1,673.1
4622,Printer,Dell,1.8,1099.49
4623,Smartphone,HP,4.9,1414.0
4624,Tablet,Dell,1.6,1864.14
4625,Tablet,Asus,1.8,1107.28
4626,Smartwatch,Dell,3.6,720.54
4627,Monitor,Dell,2.7,1744.28
4628,Monitor,Asus,4.6,1955.33
4629,Smartwatch,Samsung,4.8,941.2
4630,Monitor,Apple,1.2,1799.22
4631,Smartwatch,Apple,2.5,1352.53
4632,Smartwatch,HP,2.0,1248.91
4633,Printer,Lenovo,2.9,1122.18
4634,Smartwatch,Dell,2.7,1543.03
4635,Printer,LG,2.8,300.15
4636,Printer,LG,3.2,170.56
4637,Headphone,Apple,1.3,912.55
4638,Monitor,Dell,3.5,759.12
4639,Headphone,HP,2.3,1198.77
4640,Camera,Dell,4.1,73.11
4641,Printer,Sony,3.0,1796.88
4642,Printer,Apple,4.0,1756.65
4643,Camera,Sony,1.7,888.8
4644,Smartphone,Apple,2.1,1518.59
4645,Tablet,Samsung,2.5,1402.8
4646,Camera,Dell,2.0,873.0
4647,Headphone,Lenovo,4.1,1378.55
4648,Smartphone,HP,2.9,505.3
4649,Printer,Sony,4.9,1969.27
4650,Headphone,Dell,2.6,470.83
4651,Printer,Asus,2.7,938.94
4652,Camera,LG,2.5,1075.45
4653,Tablet,HP,3.6,1545.81
4654,Smartwatch,LG,4.9,339.66
4655,Printer,Dell,3.5,1209.25
4656,Laptop,LG,4.5,205.77
4657,Camera,HP,4.7,988.81
4658,Laptop,Dell,2.3,130.84
4659,Laptop,Samsung,1.4,1921.14
4660,Smartwatch,Lenovo,2.2,1915.76
4661,Monitor,HP,2.2,1974.81
4662,Headphone,Asus,3.3,928.24
4663,Monitor,Apple,3.8,1668.84
4664,Headphone,Dell,3.9,1903.45
4665,Smartwatch,LG,3.1,1209.9
4666,Headphone,LG,3.1,712.17
4667,Camera,Lenovo,1.9,560.27
4668,Camera,Dell,3.5,399.17
4669,Smartwatch,Lenovo,3.3,1782.52
4670,Smartphone,Asus,2.6,652.47
4671,Laptop,HP,1.7,927.35
4672,Smartwatch,Apple,2.6,1046.82
4673,Camera,Samsung,1.9,157.17
4674,Headphone,Sony,4.7,465.11
4675,Smartwatch,Lenovo,2.1,1523.75
4676,Smartphone,Asus,1.6,123.53
4677,Tablet,Samsung,1.6,921.69
4678,Smartwatch,Dell,1.6,1353.29
4679,Camera,Apple,3.3,1427.48
4680,Smartphone,LG,1.2,1637.4
4681,Headphone,Samsung,4.5,881.83
4682,Camera,Samsung,2.0,980.8
4683,Camera,Dell,4.5,1536.87
4684,Tablet,Samsung,1.5,533.55
4685,Printer,Dell,1.4,1604.73
4686,Monitor,Sony,1.9,481.64
4687,Monitor,Sony,4.9,954.7
4688,Camera,HP,2.2,1550.58
4689,Headphone,Lenovo,4.3,1613.43
4690,Smartphone,Samsung,1.2,967.64
4691,Laptop,HP,1.8,1402.22
4692,Smartphone,Lenovo,2.8,1755.04
4693,Headphone,LG,2.7,392.75
4694,Printer,Samsung,2.2,1564.74
4695,Printer,Samsung,1.1,1078.92
4696,Tablet,Lenovo,2.1,1875.55
4697,Headphone,Lenovo,4.2,187.96
4698,Monitor,Dell,3.4,1567.71
4699,Tablet,Samsung,1.0,709.12
4700,Smartphone,Sony,4.5,1631.23
4701,Camera,LG,3.5,1781.66
4702,Laptop,Apple,1.2,1111.99
4703,Tablet,Sony,1.7,450.79
4704,Monitor,Dell,2.8,1202.82
4705,Camera,Samsung,3.9,709.71
4706,Monitor,Dell,2.1,1527.31
4707,Camera,Lenovo,4.0,835.05
4708,Headphone,LG,2.7,1480.11
4709,Smartphone,Sony,1.7,191.41
4710,Smartwatch,HP,1.2,1323.17
4711,Monitor,Samsung,1.1,1207.27
4712,Smartwatch,Apple,2.5,981.12
4713,Headphone,Apple,1.3,850.5
4714,Printer,Dell,4.3,1109.45
4715,Monitor,Samsung,4.1,161.86
4716,Smartwatch,Dell,4.7,843.13
4717,Smartphone,Dell,2.4,894.86
4718,Camera,Asus,4.6,137.28
4719,Camera,Apple,1.7,1625.3
4720,Camera,Sony,2.5,1297.33
4721,Headphone,Lenovo,2.6,1886.49
4722,Monitor,Lenovo,1.1,1053.75
4723,Printer,HP,3.7,71.36
4724,Smartphone,LG,4.4,873.73
4725,Tablet,LG,4.0,1226.08
4726,Monitor,LG,3.2,1917.04
4727,Camera,Apple,2.2,1945.18
4728,Monitor,Asus,3.1,301.79
4729,Camera,LG,1.2,1521.02
4730,Smartwatch,Dell,3.4,542.27
4731,Smartwatch,Lenovo,4.3,1482.22
4732,Smartwatch,LG,2.7,1327.68
4733,Printer,Apple,1.7,742.93
4734,Laptop,Sony,3.9,128.62
4735,Headphone,HP,4.5,76.43
4736,Camera,LG,2.4,1248.53
4737,Headphone,HP,1.6,1686.02
4738,Headphone,Dell,2.8,604.46
4739,Smartwatch,Asus,4.7,141.96
4740,Printer,Samsung,2.4,132.25
4741,Printer,Samsung,1.6,448.29
4742,Tablet,Sony,1.9,1087.25
4743,Smartwatch,LG,2.0,1293.57
4744,Laptop,Sony,1.6,230.72
4745,Monitor,LG,4.8,148.01
4746,Printer,Samsung,2.0,436.13
4747,Laptop,LG,3.7,1062.0
4748,Tablet,Sony,3.5,892.06
4749,Smartwatch,HP,2.6,459.47
4750,Smartwatch,Apple,2.6,63.85
4751,Monitor,Apple,3.1,1525.01
4752,Smartphone,LG,3.8,1286.87
4753,Laptop,Lenovo,2.1,1435.29
4754,Monitor,HP,3.4,890.2
4755,Smartwatch,LG,1.8,408.93
